日期,城市,租用中用户数,渠道在租用户数,直客在租用户数,企业包在租用户数,寄存用户数,新增用户数,新增渠道用户数,新增直客用户数,新增企业包用户数,退租用户数,渠道退租用户数,直客退租用户数,企业包退租用户数,,,
2026-03-14,宁波市,3856,1760,1605,491,296,37,19,6,12,30,18,6,6,,,
2026-03-14,常州市,2104,765,1085,254,154,11,10,1,0,17,11,5,1,,,
2026-03-14,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-14,无锡市,863,435,381,47,113,8,6,2,0,5,4,1,0,,,
2026-03-14,杭州市,360,340,20,0,15,17,15,2,0,0,0,0,0,,,
2026-03-14,武汉市,2178,1277,865,36,174,16,16,0,0,14,10,3,1,,,
2026-03-14,泉州市,58,48,10,0,4,5,5,0,0,0,0,0,0,,,
2026-03-14,温州市,1325,766,286,273,62,32,23,0,9,21,6,4,11,,,
2026-03-14,芜湖市,405,117,283,5,27,0,0,0,0,2,1,1,0,,,
2026-03-14,苏州市,8151,2388,4446,1317,623,69,54,14,1,48,22,18,8,,,
2026-03-14,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-14,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-14,青岛市,514,495,17,2,45,11,11,0,0,6,6,0,0,,,
2026-03-15,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-03-15,南京市,5009,1625,1961,1423,316,17,12,5,0,25,9,6,10,,,
2026-03-15,南通市,822,297,431,94,81,11,5,3,3,3,2,1,0,,,
2026-03-15,台州市,296,63,34,199,5,4,4,0,0,4,3,0,1,,,
2026-03-15,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-15,宁波市,3884,1780,1610,494,291,45,24,6,15,39,16,12,11,,,
2026-03-15,常州市,2120,773,1093,254,152,17,14,1,2,10,3,5,2,,,
2026-03-15,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-15,无锡市,878,447,384,47,112,15,14,1,0,3,1,2,0,,,
2026-03-15,杭州市,383,362,21,0,12,23,22,1,0,0,0,0,0,,,
2026-03-15,武汉市,2174,1275,863,36,178,10,10,0,0,18,15,3,0,,,
2026-03-15,泉州市,59,49,10,0,3,2,1,1,0,1,0,1,0,,,
2026-03-15,温州市,1346,781,288,277,61,29,19,4,6,13,4,4,5,,,
2026-03-15,芜湖市,406,118,281,7,29,3,1,1,1,1,0,1,0,,,
2026-03-15,苏州市,8177,2406,4457,1314,628,54,32,20,2,59,25,19,15,,,
2026-03-15,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-15,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-15,青岛市,526,507,17,2,44,16,16,0,0,3,3,0,0,,,
2026-03-16,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-03-16,南京市,5026,1627,1956,1443,314,55,15,10,30,38,11,15,12,,,
2026-03-16,南通市,819,297,429,93,82,3,1,1,1,3,1,0,2,,,
2026-03-16,台州市,293,65,34,194,4,4,3,0,1,7,2,0,5,,,
2026-03-16,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-16,宁波市,3921,1790,1624,507,292,44,25,5,14,28,12,8,8,,,
2026-03-16,常州市,2120,773,1090,257,156,8,5,3,0,14,7,7,0,,,
2026-03-16,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-16,无锡市,877,447,383,47,118,2,1,0,1,6,2,3,1,,,
2026-03-16,杭州市,401,379,22,0,18,21,20,1,0,4,4,0,0,,,
2026-03-16,武汉市,2164,1267,860,37,177,11,11,0,0,18,16,2,0,,,
2026-03-16,泉州市,60,50,10,0,2,2,2,0,0,1,1,0,0,,,
2026-03-16,温州市,1362,800,288,274,58,32,22,1,9,27,11,3,13,,,
2026-03-16,芜湖市,404,117,280,7,30,0,0,0,0,3,1,2,0,,,
2026-03-16,苏州市,8194,2422,4452,1320,623,42,33,8,1,39,17,19,3,,,
2026-03-16,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-16,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-16,青岛市,544,524,17,3,40,20,19,0,1,2,2,0,0,,,
2026-03-17,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-03-17,南京市,5028,1624,1951,1453,322,16,7,3,6,27,6,7,14,,,
2026-03-17,南通市,822,299,430,93,83,4,3,1,0,3,2,1,0,,,
2026-03-17,台州市,292,65,34,193,6,6,2,0,4,6,1,0,5,,,
2026-03-17,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-17,宁波市,3945,1808,1631,506,297,34,22,3,9,27,7,8,12,,,
2026-03-17,常州市,2170,779,1135,256,151,47,8,39,0,40,28,11,1,,,
2026-03-17,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-17,无锡市,875,446,384,45,115,5,5,0,0,8,5,2,1,,,
2026-03-17,杭州市,416,394,22,0,16,15,13,2,0,0,0,0,0,,,
2026-03-17,武汉市,2165,1271,856,38,182,9,9,0,0,14,10,4,0,,,
2026-03-17,泉州市,62,52,10,0,2,3,3,0,0,1,1,0,0,,,
2026-03-17,温州市,1381,810,290,281,61,34,21,5,8,20,14,2,4,,,
2026-03-17,芜湖市,406,116,282,8,30,0,0,0,0,1,1,0,0,,,
2026-03-17,苏州市,8214,2444,4454,1316,626,40,37,3,0,50,23,18,9,,,
2026-03-17,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-17,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-17,青岛市,554,534,17,3,40,13,12,0,1,4,4,0,0,,,
2026-03-18,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-03-18,南京市,5053,1640,1956,1457,311,30,13,12,5,31,11,8,12,,,
2026-03-18,南通市,830,304,431,95,83,10,4,1,5,4,0,2,2,,,
2026-03-18,台州市,297,66,35,196,5,9,2,1,6,5,1,0,4,,,
2026-03-18,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-18,宁波市,3935,1805,1628,502,300,19,8,4,7,29,15,6,8,,,
2026-03-18,常州市,2190,786,1149,255,155,23,5,18,0,3,0,2,1,,,
2026-03-18,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-18,无锡市,870,441,384,45,112,5,4,1,0,8,8,0,0,,,
2026-03-18,杭州市,422,400,22,0,15,6,6,0,0,0,0,0,0,,,
2026-03-18,武汉市,2181,1282,861,38,181,28,27,1,0,15,13,2,0,,,
2026-03-18,泉州市,63,53,10,0,2,1,1,0,0,0,0,0,0,,,
2026-03-18,温州市,1401,819,291,291,64,30,18,0,12,13,11,0,2,,,
2026-03-18,芜湖市,404,117,279,8,29,1,1,0,0,1,0,1,0,,,
2026-03-18,苏州市,8214,2456,4445,1313,632,37,28,4,5,30,11,12,7,,,
2026-03-18,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-18,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-18,青岛市,555,535,17,3,41,8,8,0,0,4,4,0,0,,,
2026-03-19,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-03-19,南京市,5075,1656,1968,1451,304,30,22,6,2,43,12,11,20,,,
2026-03-19,南通市,836,311,433,92,78,5,5,0,0,5,2,0,3,,,
2026-03-19,台州市,302,66,34,202,5,11,2,0,9,4,0,1,3,,,
2026-03-19,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-19,宁波市,3954,1833,1622,499,310,35,31,0,4,29,9,11,9,,,
2026-03-19,常州市,2203,793,1152,258,155,18,10,5,3,15,5,9,1,,,
2026-03-19,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-19,无锡市,873,444,385,44,113,7,7,0,0,8,7,1,0,,,
2026-03-19,杭州市,433,410,23,0,17,13,12,1,0,1,1,0,0,,,
2026-03-19,武汉市,2196,1297,861,38,176,28,28,0,0,22,20,2,0,,,
2026-03-19,泉州市,64,53,10,1,1,0,0,0,0,0,0,0,0,,,
2026-03-19,温州市,1414,834,291,289,64,26,21,2,3,14,7,3,4,,,
2026-03-19,芜湖市,406,117,282,7,29,0,0,0,0,2,0,1,1,,,
2026-03-19,苏州市,8285,2512,4453,1320,629,77,60,15,2,52,19,23,10,,,
2026-03-19,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-19,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-19,青岛市,576,557,16,3,41,24,24,0,0,8,7,1,0,,,
2026-03-20,上海市,2,0,2,0,1,1,0,1,0,3,0,2,1,,,
2026-03-20,南京市,5086,1667,1970,1449,305,27,19,6,2,34,9,6,19,,,
2026-03-20,南通市,842,316,433,93,82,10,8,1,1,6,2,2,2,,,
2026-03-20,台州市,308,68,35,205,5,9,2,1,6,5,1,0,4,,,
2026-03-20,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-20,宁波市,3968,1845,1627,496,312,36,23,5,8,30,16,7,7,,,
2026-03-20,常州市,2212,795,1155,262,155,14,8,2,4,9,5,3,1,,,
2026-03-20,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-20,无锡市,880,445,389,46,111,6,5,1,0,23,12,10,1,,,
2026-03-20,杭州市,440,417,23,0,17,7,7,0,0,1,1,0,0,,,
2026-03-20,武汉市,2205,1306,860,39,176,22,21,1,0,19,14,5,0,,,
2026-03-20,泉州市,66,54,11,1,2,1,0,1,0,0,0,0,0,,,
2026-03-20,温州市,1423,842,290,291,65,24,14,2,8,9,4,3,2,,,
2026-03-20,芜湖市,409,119,282,8,29,2,1,0,1,0,0,0,0,,,
2026-03-20,苏州市,8353,2559,4469,1325,643,70,53,13,4,44,12,17,15,,,
2026-03-20,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-20,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-20,青岛市,583,564,16,3,42,18,17,1,0,8,8,0,0,,,
2026-03-21,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-03-21,南京市,5118,1675,1989,1454,304,26,12,10,4,26,11,6,9,,,
2026-03-21,南通市,848,321,432,95,80,9,6,1,2,6,2,1,3,,,
2026-03-21,台州市,316,74,34,208,6,10,5,0,5,5,0,1,4,,,
2026-03-21,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-21,宁波市,3989,1858,1628,503,306,31,20,7,4,23,10,7,6,,,
2026-03-21,常州市,2207,807,1142,258,152,12,11,0,1,22,2,14,6,,,
2026-03-21,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-21,无锡市,884,447,392,45,114,6,5,1,0,5,3,2,0,,,
2026-03-21,杭州市,451,428,23,0,17,13,13,0,0,1,1,0,0,,,
2026-03-21,武汉市,2219,1314,866,39,180,26,24,2,0,18,16,1,1,,,
2026-03-21,泉州市,73,61,11,1,2,9,9,0,0,1,1,0,0,,,
2026-03-21,温州市,1447,859,295,293,63,31,28,1,2,32,18,2,12,,,
2026-03-21,芜湖市,410,120,282,8,30,1,1,0,0,0,0,0,0,,,
2026-03-21,苏州市,8385,2586,4471,1328,648,53,36,13,4,50,19,21,10,,,
2026-03-21,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-21,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-21,青岛市,590,570,17,3,40,12,12,0,0,9,8,0,1,,,
2026-03-22,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-03-22,南京市,5133,1678,2002,1453,303,20,12,4,4,34,11,3,20,,,
2026-03-22,南通市,856,325,436,95,71,6,5,0,1,1,0,0,1,,,
2026-03-22,台州市,315,74,35,206,7,8,1,2,5,6,2,1,3,,,
2026-03-22,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-22,宁波市,4006,1876,1626,504,314,35,24,4,7,25,12,4,9,,,
2026-03-22,常州市,2207,815,1134,258,154,12,6,2,4,15,2,8,5,,,
2026-03-22,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-22,无锡市,888,448,396,44,118,10,6,4,0,12,8,2,2,,,
2026-03-22,杭州市,450,428,22,0,18,6,6,0,0,4,4,0,0,,,
2026-03-22,武汉市,2222,1317,866,39,180,19,17,2,0,21,16,4,1,,,
2026-03-22,泉州市,81,69,11,1,3,8,8,0,0,0,0,0,0,,,
2026-03-22,温州市,1448,865,294,289,63,21,14,1,6,15,8,1,6,,,
2026-03-22,芜湖市,410,120,282,8,30,1,1,0,0,1,1,0,0,,,
2026-03-22,苏州市,8400,2617,4467,1316,665,65,48,13,4,54,11,29,14,,,
2026-03-22,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-22,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-22,青岛市,601,582,17,2,42,18,18,0,0,7,6,0,1,,,
2026-03-23,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-03-23,南京市,5109,1683,2004,1422,309,22,10,8,4,44,13,12,19,,,
2026-03-23,南通市,856,327,435,94,72,5,4,1,0,5,3,1,1,,,
2026-03-23,台州市,324,73,35,216,6,10,0,0,10,1,1,0,0,,,
2026-03-23,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-23,宁波市,4009,1889,1624,496,324,33,22,4,7,26,8,8,10,,,
2026-03-23,常州市,2204,816,1111,277,155,7,4,2,1,33,3,26,4,,,
2026-03-23,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-23,无锡市,895,455,397,43,117,10,10,0,0,8,4,2,2,,,
2026-03-23,杭州市,468,447,21,0,21,18,18,0,0,2,1,1,0,,,
2026-03-23,武汉市,2226,1323,862,41,175,20,20,0,0,14,12,2,0,,,
2026-03-23,泉州市,95,82,12,1,3,14,13,1,0,0,0,0,0,,,
2026-03-23,温州市,1467,883,293,291,62,25,22,0,3,9,3,1,5,,,
2026-03-23,芜湖市,408,119,281,8,32,1,0,1,0,1,1,0,0,,,
2026-03-23,苏州市,8446,2657,4471,1318,669,62,45,17,0,45,19,20,6,,,
2026-03-23,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-23,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-23,青岛市,613,593,18,2,41,18,17,1,0,4,4,0,0,,,
2026-03-24,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-03-24,南京市,5106,1683,1999,1424,306,32,16,7,9,50,15,15,20,,,
2026-03-24,南通市,852,324,434,94,75,1,0,0,1,5,2,2,1,,,
2026-03-24,台州市,324,75,35,214,6,7,3,0,4,6,1,0,5,,,
2026-03-24,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-24,宁波市,4019,1901,1622,496,329,20,15,2,3,21,8,4,9,,,
2026-03-24,常州市,2196,813,1095,288,159,3,2,1,0,18,9,7,2,,,
2026-03-24,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-24,无锡市,897,459,396,42,118,6,6,0,0,6,3,3,0,,,
2026-03-24,杭州市,467,446,21,0,20,2,2,0,0,4,4,0,0,,,
2026-03-24,武汉市,2226,1323,860,43,167,25,25,0,0,27,22,5,0,,,
2026-03-24,泉州市,96,85,10,1,3,6,5,1,0,5,2,3,0,,,
2026-03-24,温州市,1475,887,292,296,62,20,14,2,4,10,7,1,2,,,
2026-03-24,芜湖市,407,121,279,7,30,2,2,0,0,4,1,2,1,,,
2026-03-24,苏州市,8453,2669,4475,1309,674,38,28,10,0,53,17,21,15,,,
2026-03-24,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-24,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-24,青岛市,627,607,18,2,43,22,21,1,0,5,4,1,0,,,
2026-03-25,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-03-25,南京市,5117,1687,2008,1422,303,32,15,15,2,34,9,12,13,,,
2026-03-25,南通市,868,338,432,98,75,15,12,0,3,4,1,2,1,,,
2026-03-25,台州市,332,78,37,217,6,11,5,1,5,6,2,0,4,,,
2026-03-25,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-25,宁波市,4051,1924,1635,492,329,49,29,10,10,38,11,10,17,,,
2026-03-25,常州市,2199,818,1084,297,158,12,9,3,0,13,5,6,2,,,
2026-03-25,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-25,无锡市,896,460,393,43,108,7,6,1,0,6,4,1,1,,,
2026-03-25,杭州市,477,455,22,0,20,10,10,0,0,1,1,0,0,,,
2026-03-25,武汉市,2212,1319,850,43,166,22,22,0,0,29,23,6,0,,,
2026-03-25,泉州市,107,97,9,1,3,11,11,0,0,1,1,0,0,,,
2026-03-25,温州市,1493,899,293,301,62,32,21,1,10,25,16,3,6,,,
2026-03-25,芜湖市,410,121,282,7,29,1,1,0,0,2,1,1,0,,,
2026-03-25,苏州市,8468,2699,4459,1310,680,69,54,13,2,82,31,33,18,,,
2026-03-25,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-25,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-25,青岛市,641,621,18,2,41,16,16,0,0,3,3,0,0,,,
2026-03-26,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-03-26,南京市,5128,1689,2021,1418,309,22,8,9,5,38,12,10,16,,,
2026-03-26,南通市,865,336,431,98,75,1,1,0,0,5,2,3,0,,,
2026-03-26,台州市,329,78,38,213,6,5,2,1,2,6,2,0,4,,,
2026-03-26,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-26,宁波市,4043,1950,1627,466,326,41,35,3,3,52,12,9,31,,,
2026-03-26,常州市,2201,822,1082,297,164,9,7,2,0,19,8,4,7,,,
2026-03-26,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-26,无锡市,894,457,394,43,108,2,1,1,0,9,6,3,0,,,
2026-03-26,杭州市,492,470,22,0,20,16,16,0,0,1,1,0,0,,,
2026-03-26,武汉市,2220,1325,850,45,165,16,16,0,0,20,18,2,0,,,
2026-03-26,泉州市,116,106,10,0,6,9,9,0,0,1,0,0,1,,,
2026-03-26,温州市,1491,895,292,304,59,19,13,0,6,19,13,1,5,,,
2026-03-26,芜湖市,409,120,282,7,30,0,0,0,0,0,0,0,0,,,
2026-03-26,苏州市,8503,2727,4467,1309,701,62,39,17,6,55,19,23,13,,,
2026-03-26,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-26,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-26,青岛市,655,635,18,2,41,18,17,1,0,7,7,0,0,,,
2026-03-27,武汉市,2225,1333,847,45,161,23,23,0,0,23,18,5,0,,,
2026-03-27,常州市,2202,829,1077,296,164,13,7,3,3,10,2,6,3,,,
2026-03-27,苏州市,8515,2748,4458,1309,701,50,36,11,3,70,27,30,3,,,
2026-03-27,无锡市,890,454,392,44,109,4,3,0,1,9,6,2,1,,,
2026-03-27,南通市,864,334,433,97,71,5,2,3,0,8,3,2,0,,,
2026-03-27,宁波市,4055,1969,1620,466,321,38,31,0,7,27,11,8,7,,,
2026-03-27,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-27,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-27,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-27,南京市,5141,1686,2037,1418,309,27,11,11,5,41,17,7,5,,,
2026-03-27,芜湖市,408,120,281,7,30,0,0,0,0,0,0,0,0,,,
2026-03-27,温州市,1506,911,290,305,62,29,22,1,6,13,9,1,6,,,
2026-03-27,青岛市,672,650,20,2,40,21,19,2,0,5,4,1,0,,,
2026-03-27,上海市,1,0,1,0,1,0,0,0,0,1,0,1,0,,,
2026-03-27,台州市,328,79,38,211,6,5,2,0,3,6,1,0,3,,,
2026-03-27,杭州市,499,478,21,0,23,11,11,0,0,4,3,1,0,,,
2026-03-27,泉州市,128,119,9,0,6,39,15,24,0,25,2,23,0,,,
2026-03-28,武汉市,2239,1348,848,43,158,29,26,3,0,26,17,7,0,,,
2026-03-28,常州市,2203,829,1076,298,165,10,9,1,0,16,10,4,0,,,
2026-03-28,苏州市,8526,2763,4457,1306,689,48,32,13,3,59,20,25,3,,,
2026-03-28,无锡市,891,454,393,44,106,6,4,2,0,7,6,1,0,,,
2026-03-28,南通市,866,337,433,96,74,5,3,1,1,1,1,0,1,,,
2026-03-28,宁波市,4071,1986,1620,465,318,37,26,5,6,36,14,12,6,,,
2026-03-28,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-28,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-28,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-28,南京市,5149,1694,2047,1408,309,19,11,7,1,31,5,7,1,,,
2026-03-28,芜湖市,409,120,280,9,29,2,1,0,1,2,2,0,1,,,
2026-03-28,温州市,1519,925,287,307,66,39,32,2,5,35,21,6,5,,,
2026-03-28,青岛市,686,663,20,3,45,19,19,0,0,4,4,0,0,,,
2026-03-28,上海市,1,0,1,0,1,0,0,0,0,0,0,0,0,,,
2026-03-28,台州市,325,80,37,208,7,4,2,0,2,9,2,0,2,,,
2026-03-28,杭州市,515,494,21,0,26,17,17,0,0,1,1,0,0,,,
2026-03-28,泉州市,144,135,9,0,9,17,16,1,0,2,0,2,0,,,
2026-03-29,武汉市,2250,1358,844,48,167,23,22,0,1,10,8,2,1,,,
2026-03-29,常州市,2194,832,1073,289,167,9,8,1,0,24,5,11,0,,,
2026-03-29,苏州市,8513,2771,4444,1298,717,52,41,10,1,75,31,27,1,,,
2026-03-29,无锡市,884,450,390,44,103,3,2,1,0,9,5,3,0,,,
2026-03-29,南通市,871,340,434,97,78,7,5,1,1,2,1,0,1,,,
2026-03-29,宁波市,4087,2000,1621,466,319,47,31,4,12,37,13,9,12,,,
2026-03-29,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-29,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-29,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-29,南京市,5160,1700,2047,1413,313,29,16,9,4,37,9,12,4,,,
2026-03-29,芜湖市,410,121,280,9,32,1,1,0,0,0,0,0,0,,,
2026-03-29,温州市,1517,918,282,317,64,17,10,1,6,16,13,0,6,,,
2026-03-29,青岛市,697,672,20,5,43,18,17,0,1,6,6,0,1,,,
2026-03-29,上海市,1,0,1,0,1,0,0,0,0,0,0,0,0,,,
2026-03-29,台州市,319,80,37,202,7,5,3,0,2,6,2,0,2,,,
2026-03-29,杭州市,521,499,22,0,25,13,12,1,0,7,7,0,0,,,
2026-03-29,泉州市,154,144,10,0,9,12,11,1,0,2,2,0,0,,,
2026-03-30,武汉市,2251,1362,842,47,168,13,13,0,0,19,14,4,0,,,
2026-03-30,常州市,2183,826,1072,285,169,4,3,1,0,10,6,3,0,,,
2026-03-30,苏州市,8507,2779,4438,1290,727,35,24,10,1,56,18,24,1,,,
2026-03-30,无锡市,882,449,389,44,102,3,3,0,0,5,3,2,0,,,
2026-03-30,南通市,866,336,433,97,75,1,0,0,1,6,3,2,1,,,
2026-03-30,宁波市,4091,2012,1614,465,317,36,28,4,4,34,17,10,4,,,
2026-03-30,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-30,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-30,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-30,南京市,5137,1697,2039,1401,320,9,5,2,2,32,7,7,2,,,
2026-03-30,芜湖市,406,120,278,8,33,0,0,0,0,3,1,2,0,,,
2026-03-30,温州市,1521,929,286,306,65,24,19,2,3,21,12,1,3,,,
2026-03-30,青岛市,719,693,20,6,45,21,21,0,0,6,6,0,0,,,
2026-03-30,上海市,1,0,1,0,1,0,0,0,0,0,0,0,0,,,
2026-03-30,杭州市,534,508,26,0,27,17,14,3,0,4,4,0,0,,,
2026-03-30,台州市,309,78,38,193,7,1,0,0,1,10,0,0,1,,,
2026-03-30,郑州市,7,7,0,0,0,7,7,0,0,2,0,2,0,,,
2026-03-30,泉州市,166,157,9,0,10,12,12,0,0,0,0,0,0,,,
2026-03-31,武汉市,2251,1365,839,47,179,19,19,0,0,27,19,6,0,,,
2026-03-31,常州市,2182,831,1072,279,173,10,6,2,2,21,4,6,2,,,
2026-03-31,苏州市,8506,2788,4437,1281,735,56,40,9,7,71,33,19,7,,,
2026-03-31,无锡市,877,446,386,45,108,2,2,0,0,11,6,5,0,,,
2026-03-31,南通市,867,336,431,100,70,3,2,0,1,7,3,3,1,,,
2026-03-31,宁波市,4103,2030,1612,461,315,38,30,3,5,37,18,12,5,,,
2026-03-31,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-31,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-31,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-31,南京市,5128,1685,2045,1398,322,30,16,8,6,81,29,16,6,,,
