日期,城市,租用中用户数,渠道在租用户数,直客在租用户数,企业包在租用户数,寄存用户数,新增用户数,新增渠道用户数,新增直客用户数,新增企业包用户数,退租用户数,渠道退租用户数,直客退租用户数,企业包退租用户数,,,
2026-03-31,芜湖市,409,122,278,9,38,3,2,0,1,1,0,0,1,,,
2026-03-31,温州市,1532,941,280,311,66,24,17,2,5,22,10,7,5,,,
2026-03-31,青岛市,737,711,20,6,53,27,26,0,1,8,7,0,1,,,
2026-03-31,上海市,3,0,3,0,2,0,0,0,0,0,0,0,0,,,
2026-03-31,杭州市,538,511,27,0,27,7,7,0,0,2,1,1,0,,,
2026-03-31,台州市,305,81,37,187,8,2,2,0,0,3,0,0,0,,,
2026-03-31,郑州市,17,17,0,0,1,10,10,0,0,0,0,0,0,,,
2026-03-31,泉州市,181,171,10,0,10,17,15,2,0,2,1,1,0,,,
2026-04-01,武汉市,2274,1389,837,48,190,31,31,0,0,15,10,5,0,,,
2026-04-01,常州市,2176,834,1071,271,181,13,10,2,1,23,9,7,1,,,
2026-04-01,苏州市,8505,2798,4440,1267,727,58,39,12,7,84,33,27,7,,,
2026-04-01,无锡市,870,441,385,44,107,4,3,1,0,7,5,1,0,,,
2026-04-01,南通市,862,333,431,98,76,3,1,2,0,10,6,3,0,,,
2026-04-01,宁波市,4120,2058,1613,449,306,53,37,5,11,46,15,15,11,,,
2026-04-01,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-01,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-01,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-01,南京市,5105,1672,2039,1394,332,25,11,11,3,62,21,14,3,,,
2026-04-01,芜湖市,407,122,276,9,38,2,2,0,0,4,2,2,0,,,
2026-04-01,温州市,1534,934,283,317,69,28,20,0,8,29,24,1,8,,,
2026-04-01,青岛市,743,715,21,7,51,13,11,2,0,10,10,0,0,,,
2026-04-01,上海市,3,0,3,0,2,0,0,0,0,0,0,0,0,,,
2026-04-01,杭州市,546,519,27,0,27,10,10,0,0,4,4,0,0,,,
2026-04-01,台州市,307,83,39,185,7,6,2,1,3,10,2,1,3,,,
2026-04-01,郑州市,27,26,1,0,0,10,9,1,0,0,0,0,0,,,
2026-04-01,泉州市,195,185,10,0,12,13,13,0,0,0,0,0,0,,,
2026-04-02,武汉市,2270,1389,835,46,193,17,17,0,0,25,20,4,0,,,
2026-04-02,常州市,2196,846,1074,276,180,22,15,4,3,5,4,1,3,,,
2026-04-02,苏州市,8525,2820,4444,1261,744,56,39,16,1,64,24,26,1,,,
2026-04-02,无锡市,869,440,386,43,110,4,3,0,1,7,4,1,1,,,
2026-04-02,南通市,860,331,432,97,73,3,3,0,0,7,4,2,0,,,
2026-04-02,宁波市,4139,2074,1616,449,307,40,29,4,7,44,18,11,7,,,
2026-04-02,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-02,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-02,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-02,南京市,5128,1687,2042,1399,342,36,20,10,6,41,10,18,6,,,
2026-04-02,芜湖市,404,121,275,8,43,1,1,0,0,3,2,1,0,,,
2026-04-02,温州市,1541,937,288,316,69,22,13,1,8,17,11,3,8,,,
2026-04-02,青岛市,752,723,23,6,53,15,14,1,0,7,6,0,0,,,
2026-04-02,上海市,3,0,3,0,3,1,0,1,0,1,0,1,0,,,
2026-04-02,杭州市,552,524,28,0,28,10,8,2,0,6,5,1,0,,,
2026-04-02,台州市,311,84,40,187,8,3,2,0,1,9,0,0,1,,,
2026-04-02,郑州市,41,41,0,0,2,14,14,0,0,0,0,0,0,,,
2026-04-02,泉州市,208,198,10,0,12,18,17,1,0,4,3,1,0,,,
2026-04-03,武汉市,2259,1383,832,44,201,16,16,0,0,11,10,1,0,,,
2026-04-03,常州市,2190,837,1079,274,183,10,4,4,2,17,12,3,2,,,
2026-04-03,苏州市,8518,2819,4444,1255,749,39,23,13,3,63,26,23,3,,,
2026-04-03,无锡市,867,439,387,41,110,2,2,0,0,6,3,3,0,,,
2026-04-03,南通市,854,327,431,96,74,1,1,0,0,6,2,2,0,,,
2026-04-03,宁波市,4117,2069,1609,439,307,22,12,6,4,33,14,9,4,,,
2026-04-03,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-03,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-03,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-03,南京市,5138,1692,2045,1401,352,45,22,19,4,38,9,11,4,,,
2026-04-03,芜湖市,403,124,272,7,45,5,5,0,0,3,1,1,0,,,
2026-04-03,温州市,1542,934,291,317,68,19,12,2,5,14,10,1,5,,,
2026-04-03,青岛市,765,735,24,6,50,19,19,0,0,3,3,0,0,,,
2026-04-03,上海市,3,0,3,0,3,0,0,0,0,0,0,0,0,,,
2026-04-03,杭州市,554,527,27,0,32,10,10,0,0,4,4,0,0,,,
2026-04-03,台州市,305,87,38,180,9,5,5,0,0,4,1,0,0,,,
2026-04-03,郑州市,68,68,0,0,3,27,27,0,0,0,0,0,0,,,
2026-04-03,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-03,泉州市,229,219,10,0,11,19,19,0,0,0,0,0,0,,,
2026-04-03,西安市,1,0,1,0,1,1,0,1,0,0,0,0,0,,,
2026-04-04,武汉市,2262,1388,829,45,206,21,20,1,0,18,16,1,0,,,
2026-04-04,常州市,2192,838,1081,273,181,9,7,2,0,10,6,2,0,,,
2026-04-04,苏州市,8545,2831,4454,1260,732,61,44,16,1,75,29,30,1,,,
2026-04-04,无锡市,862,438,384,40,106,2,2,0,0,8,3,5,0,,,
2026-04-04,南通市,861,333,434,94,69,9,7,1,1,9,4,2,1,,,
2026-04-04,宁波市,4124,2064,1620,440,295,28,18,6,4,54,26,15,4,,,
2026-04-04,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-04,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-04,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-04,南京市,5170,1706,2066,1398,339,45,21,20,4,40,14,10,4,,,
2026-04-04,芜湖市,406,126,272,8,47,3,3,0,0,4,2,2,0,,,
2026-04-04,温州市,1534,930,291,313,67,12,9,0,3,17,13,0,3,,,
2026-04-04,青岛市,781,749,25,7,50,15,14,1,0,3,3,0,0,,,
2026-04-04,上海市,3,0,3,0,3,0,0,0,0,0,0,0,0,,,
2026-04-04,杭州市,563,532,31,0,34,13,11,2,0,8,8,0,0,,,
2026-04-04,台州市,308,87,39,182,8,6,1,1,4,5,0,0,4,,,
2026-04-04,郑州市,75,75,0,0,4,7,7,0,0,0,0,0,0,,,
2026-04-04,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-04,泉州市,249,239,10,0,11,21,21,0,0,0,0,0,0,,,
2026-04-04,西安市,6,5,1,0,1,6,5,1,0,1,0,1,0,,,
2026-04-05,武汉市,2262,1388,827,47,197,16,16,0,0,23,22,1,0,,,
2026-04-05,常州市,2203,845,1089,269,183,13,9,3,1,7,3,3,1,,,
2026-04-05,苏州市,8551,2858,4445,1248,721,66,49,16,1,71,28,28,1,,,
2026-04-05,无锡市,864,440,382,42,101,5,5,0,0,7,4,3,0,,,
2026-04-05,南通市,854,332,430,92,71,5,4,0,1,11,5,5,1,,,
2026-04-05,宁波市,4109,2062,1608,439,278,26,14,5,7,41,16,18,7,,,
2026-04-05,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-05,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-05,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-05,南京市,5182,1713,2072,1397,329,31,20,9,2,37,15,9,2,,,
2026-04-05,芜湖市,407,128,272,7,45,1,1,0,0,2,0,1,0,,,
2026-04-05,温州市,1533,927,290,316,61,28,17,1,10,41,25,5,10,,,
2026-04-05,青岛市,788,756,25,7,47,21,20,1,0,9,9,0,0,,,
2026-04-05,上海市,3,0,3,0,3,0,0,0,0,0,0,0,0,,,
2026-04-05,杭州市,562,532,30,0,36,10,10,0,0,8,7,1,0,,,
2026-04-05,台州市,302,86,40,176,8,4,1,2,1,7,2,1,1,,,
2026-04-05,郑州市,89,89,0,0,3,14,14,0,0,0,0,0,0,,,
2026-04-05,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-05,泉州市,259,249,10,0,14,12,12,0,0,1,1,0,0,,,
2026-04-05,西安市,11,10,1,0,1,5,5,0,0,0,0,0,0,,,
2026-04-06,武汉市,2260,1392,819,49,188,26,26,0,0,30,21,9,0,,,
2026-04-06,常州市,2212,850,1095,267,168,11,9,2,0,16,5,5,0,,,
2026-04-06,苏州市,8561,2888,4431,1242,715,60,51,6,3,72,31,31,3,,,
2026-04-06,无锡市,867,440,385,42,95,4,3,1,0,8,6,2,0,,,
2026-04-06,南通市,856,332,432,92,72,3,3,0,0,3,2,0,0,,,
2026-04-06,宁波市,4116,2078,1601,437,272,38,29,5,4,47,22,17,4,,,
2026-04-06,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-06,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-06,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-06,南京市,5190,1718,2080,1392,316,28,18,9,1,41,18,10,1,,,
2026-04-06,芜湖市,412,129,276,7,38,3,2,1,0,0,0,0,0,,,
2026-04-06,温州市,1542,939,292,311,60,31,23,0,8,21,13,1,8,,,
2026-04-06,青岛市,800,764,27,9,43,24,21,1,2,9,9,0,2,,,
2026-04-06,上海市,3,0,3,0,3,0,0,0,0,0,0,0,0,,,
2026-04-06,杭州市,569,539,30,0,38,15,15,0,0,6,6,0,0,,,
2026-04-06,台州市,295,84,38,173,8,0,0,0,0,7,2,2,0,,,
2026-04-06,郑州市,104,104,0,0,3,16,15,1,0,1,0,1,0,,,
2026-04-06,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-06,泉州市,275,265,10,0,13,19,19,0,0,3,2,0,0,,,
2026-04-06,西安市,13,12,1,0,1,2,2,0,0,0,0,0,0,,,
2026-04-07,武汉市,2264,1405,810,49,177,30,29,1,0,29,22,7,0,,,
2026-04-07,常州市,2215,862,1093,260,158,9,8,0,1,14,3,4,1,,,
2026-04-07,苏州市,8576,2907,4436,1233,677,41,31,10,0,67,26,25,0,,,
2026-04-07,无锡市,865,439,384,42,98,3,2,1,0,5,4,1,0,,,
2026-04-07,南通市,858,335,433,90,69,5,3,2,0,4,0,2,0,,,
2026-04-07,宁波市,4114,2093,1595,426,265,45,33,6,6,54,20,15,6,,,
2026-04-07,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-07,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-07,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-07,南京市,5191,1715,2075,1401,307,23,17,4,2,45,17,12,2,,,
2026-04-07,芜湖市,411,129,276,6,34,1,0,1,0,3,0,2,0,,,
2026-04-07,温州市,1546,939,295,312,59,24,16,2,6,30,23,2,6,,,
2026-04-07,青岛市,819,780,28,11,43,23,21,1,1,6,6,0,1,,,
2026-04-07,上海市,3,0,3,0,3,0,0,0,0,1,0,0,0,,,
2026-04-07,杭州市,575,544,31,0,35,14,13,1,0,9,9,0,0,,,
2026-04-07,台州市,301,85,40,176,8,6,3,1,2,6,1,1,2,,,
2026-04-07,郑州市,132,132,0,0,4,28,28,0,0,0,0,0,0,,,
2026-04-07,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-07,泉州市,295,285,10,0,14,20,20,0,0,0,0,0,0,,,
2026-04-07,西安市,16,15,1,0,2,2,2,0,0,0,0,0,0,,,
2026-04-08,武汉市,2271,1411,814,46,176,23,21,2,0,22,17,4,0,,,
2026-04-08,常州市,2217,869,1091,257,155,20,17,1,2,26,13,7,2,,,
2026-04-08,苏州市,8573,2917,4432,1224,664,51,41,10,0,69,27,32,0,,,
2026-04-08,无锡市,858,433,382,43,99,6,4,1,1,15,10,4,1,,,
2026-04-08,南通市,851,334,428,89,68,2,2,0,0,16,6,6,0,,,
2026-04-08,宁波市,4120,2107,1590,423,267,46,39,1,6,45,23,14,6,,,
2026-04-08,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-08,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-08,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-08,南京市,5209,1733,2068,1408,285,32,20,11,1,36,12,16,1,,,
2026-04-08,芜湖市,410,131,273,6,34,1,1,0,0,4,1,3,0,,,
2026-04-08,温州市,1532,932,291,309,60,18,10,0,8,27,10,7,8,,,
2026-04-08,青岛市,839,801,27,11,42,28,28,0,0,10,10,0,0,,,
2026-04-08,上海市,3,0,3,0,3,0,0,0,0,0,0,0,0,,,
2026-04-08,杭州市,604,549,55,0,38,34,9,25,0,5,4,1,0,,,
2026-04-08,台州市,301,86,44,171,6,7,2,3,2,6,3,0,2,,,
2026-04-08,郑州市,139,139,0,0,4,7,7,0,0,0,0,0,0,,,
2026-04-08,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-08,泉州市,312,299,13,0,15,19,17,2,0,2,2,0,0,,,
2026-04-08,西安市,24,23,1,0,4,9,9,0,0,0,0,0,0,,,
2026-04-09,武汉市,2268,1411,813,44,166,20,19,1,0,18,16,1,0,,,
2026-04-09,常州市,2220,879,1090,251,156,15,14,1,0,16,7,6,0,,,
2026-04-09,苏州市,8571,2921,4428,1222,650,54,40,14,0,66,29,26,0,,,
2026-04-09,无锡市,861,439,380,42,94,10,9,1,0,5,4,1,0,,,
2026-04-09,南通市,848,329,428,91,63,4,3,1,0,6,4,1,0,,,
2026-04-09,宁波市,4101,2108,1583,410,264,27,19,4,4,50,24,13,4,,,
2026-04-09,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-09,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-09,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-09,南京市,5180,1727,2056,1397,276,14,6,7,1,46,19,15,1,,,
2026-04-09,芜湖市,411,132,273,6,32,1,1,0,0,0,0,0,0,,,
2026-04-09,温州市,1531,930,288,313,60,26,19,0,7,30,23,3,7,,,
2026-04-09,青岛市,856,814,30,12,42,27,25,1,1,10,10,0,1,,,
2026-04-09,上海市,3,0,3,0,3,0,0,0,0,1,0,1,0,,,
2026-04-09,杭州市,640,582,58,0,40,48,41,7,0,11,9,2,0,,,
2026-04-09,台州市,309,85,45,179,6,7,1,0,6,4,1,0,6,,,
2026-04-09,郑州市,167,166,1,0,5,28,27,1,0,0,0,0,0,,,
2026-04-09,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-09,泉州市,327,313,14,0,15,18,16,2,0,4,4,0,0,,,
2026-04-09,西安市,38,37,1,0,8,15,15,0,0,1,1,0,0,,,
2026-04-10,武汉市,2266,1408,812,46,158,19,18,1,0,29,26,2,0,,,
2026-04-10,常州市,2223,884,1083,256,147,19,14,3,2,22,9,12,2,,,
2026-04-10,苏州市,8591,2934,4426,1231,621,66,44,16,6,70,32,29,6,,,
2026-04-10,无锡市,858,435,381,42,94,3,3,0,0,8,7,1,0,,,
2026-04-10,南通市,849,328,430,91,63,5,2,2,1,10,7,2,1,,,
2026-04-10,宁波市,4100,2116,1579,405,255,33,25,6,2,47,17,17,2,,,
2026-04-10,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-10,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-10,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-10,南京市,5182,1732,2055,1395,255,27,22,4,1,43,14,17,1,,,
2026-04-10,芜湖市,413,134,273,6,34,2,2,0,0,0,0,0,0,,,
2026-04-10,温州市,1530,929,289,312,59,25,13,4,8,25,14,5,8,,,
2026-04-10,青岛市,881,840,29,12,42,29,28,1,0,7,6,1,0,,,
2026-04-10,上海市,3,0,3,0,3,0,0,0,0,0,0,0,0,,,
2026-04-10,杭州市,677,641,36,0,40,43,41,2,0,7,6,1,0,,,
2026-04-10,台州市,317,85,47,185,5,10,3,0,7,4,2,0,7,,,
2026-04-10,郑州市,174,172,2,0,4,6,6,0,0,0,0,0,0,,,
2026-04-10,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-10,泉州市,344,330,14,0,16,18,18,0,0,3,3,0,0,,,
2026-04-10,西安市,49,47,2,0,11,11,10,1,0,0,0,0,0,,,
2026-04-11,武汉市,2260,1406,807,47,158,19,15,3,1,20,11,8,1,,,
2026-04-11,常州市,2222,880,1085,257,140,7,5,2,0,13,8,3,0,,,
2026-04-11,苏州市,8579,2945,4412,1222,607,62,43,17,2,79,38,28,2,,,
2026-04-11,无锡市,852,432,379,41,96,3,2,1,0,9,6,3,0,,,
2026-04-11,南通市,846,329,427,90,62,3,3,0,0,4,2,2,0,,,
2026-04-11,宁波市,4082,2114,1565,403,246,21,18,2,1,40,15,17,1,,,
2026-04-11,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-11,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-11,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-11,南京市,5205,1730,2068,1407,247,23,15,6,2,25,8,11,2,,,
2026-04-11,芜湖市,413,135,273,5,33,2,1,1,0,1,0,1,0,,,
2026-04-11,温州市,1529,929,290,310,61,20,16,1,3,25,16,2,3,,,
2026-04-11,青岛市,907,865,29,13,43,29,29,0,0,5,4,0,0,,,
2026-04-11,上海市,4,0,4,0,3,1,0,1,0,0,0,0,0,,,
2026-04-11,杭州市,697,661,36,0,43,39,37,2,0,11,9,2,0,,,
2026-04-11,台州市,314,84,48,182,5,7,3,1,3,10,5,0,3,,,
2026-04-11,郑州市,194,192,2,0,3,21,21,0,0,2,2,0,0,,,
2026-04-11,西安市,58,55,3,0,10,8,8,0,0,0,0,0,0,,,
2026-04-11,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-11,泉州市,360,344,16,0,17,17,15,2,0,1,0,1,0,,,
2026-04-12,武汉市,2273,1416,808,49,155,32,29,3,0,29,22,7,0,,,
2026-04-12,常州市,2221,884,1085,252,140,7,5,1,1,12,4,3,1,,,
2026-04-12,苏州市,8587,2948,4411,1228,619,57,40,13,4,73,36,26,4,,,
2026-04-12,无锡市,854,434,378,42,95,7,5,1,1,8,5,3,1,,,
2026-04-12,南通市,842,324,428,90,64,2,2,0,0,6,5,1,0,,,
2026-04-12,宁波市,4081,2122,1566,393,253,33,30,0,3,54,30,8,3,,,
2026-04-12,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-12,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-12,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-12,南京市,5194,1716,2067,1411,254,19,8,9,2,38,15,9,2,,,
2026-04-12,芜湖市,414,136,272,6,32,3,2,0,1,2,0,1,1,,,
2026-04-12,温州市,1511,919,291,301,58,11,9,0,2,30,17,2,2,,,
2026-04-12,青岛市,932,888,30,14,40,27,24,1,2,5,5,0,2,,,
2026-04-12,上海市,3,0,3,0,3,0,0,0,0,0,0,0,0,,,
2026-04-12,杭州市,738,700,38,0,42,45,43,2,0,16,15,1,0,,,
2026-04-12,台州市,315,83,48,184,4,5,1,0,4,4,2,0,4,,,
2026-04-12,郑州市,201,199,2,0,3,9,9,0,0,1,1,0,0,,,
2026-04-12,西安市,72,68,4,0,15,14,13,1,0,0,0,0,0,,,
2026-04-12,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-04-12,泉州市,376,359,17,0,17,20,19,1,0,2,2,0,0,,,
2026-04-13,武汉市,2277,1422,808,47,168,21,21,0,0,26,19,5,0,0,2277,0
2026-04-13,常州市,2208,881,1082,245,140,6,4,2,0,18,10,4,0,0,2208,0
2026-04-13,苏州市,8590,2966,4408,1216,614,61,43,14,4,97,40,35,4,0,8075,515
2026-04-13,无锡市,857,432,381,44,94,7,5,2,0,11,8,3,0,0,857,0
2026-04-13,南通市,840,324,427,89,64,3,2,0,1,7,4,1,1,0,840,0
2026-04-13,宁波市,4075,2121,1562,392,251,27,13,2,12,41,18,11,12,63,3892,120
2026-04-13,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-13,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-13,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-13,南京市,5207,1716,2061,1430,253,27,16,8,3,47,24,19,3,170,5037,0
2026-04-13,芜湖市,414,137,271,6,31,1,1,0,0,2,1,1,0,0,414,0
2026-04-13,温州市,1505,917,290,298,56,17,13,1,3,29,18,1,3,51,1454,0
2026-04-13,青岛市,938,889,32,17,43,15,12,2,1,4,4,0,1,0,938,0
2026-04-13,上海市,3,0,3,0,3,0,0,0,0,0,0,0,0,2,0,1
2026-04-13,杭州市,770,733,37,0,49,45,45,0,0,10,10,0,0,0,770,0
2026-04-13,台州市,316,85,48,183,5,6,2,0,4,8,1,1,4,0,316,0
2026-04-13,郑州市,230,228,2,0,3,29,29,0,0,0,0,0,0,0,230,0
2026-04-13,西安市,80,74,6,0,17,8,6,2,0,0,0,0,0,0,80,0
2026-04-13,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-13,泉州市,394,376,18,0,18,23,22,1,0,5,5,0,0,0,151,243
2026-04-14,武汉市,2269,1421,805,43,167,24,23,1,0,24,20,3,0,0,2269,0
2026-04-14,常州市,2212,884,1087,241,140,19,13,5,1,20,9,5,1,0,2212,0
2026-04-14,苏州市,8603,2972,4406,1225,608,60,46,11,3,71,41,21,3,0,8083,520
2026-04-14,无锡市,848,426,380,42,86,4,4,0,0,12,10,1,0,0,848,0
2026-04-14,南通市,840,325,425,90,68,3,2,1,0,5,1,4,0,0,840,0
2026-04-14,宁波市,4054,2105,1554,395,247,34,18,5,11,37,22,8,11,62,3870,122
2026-04-14,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-14,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-14,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-14,南京市,5203,1718,2058,1427,250,20,11,6,3,40,13,17,3,171,5032,0
2026-04-14,芜湖市,416,137,273,6,31,2,1,1,0,0,0,0,0,0,416,0
2026-04-14,温州市,1503,912,293,298,57,33,19,4,10,38,25,3,10,51,1452,0
2026-04-14,青岛市,956,907,33,16,44,27,25,2,0,10,8,0,0,0,956,0
2026-04-14,上海市,3,0,3,0,3,0,0,0,0,0,0,0,0,2,0,1
2026-04-14,杭州市,807,769,38,0,47,51,49,2,0,20,20,0,0,0,807,0
2026-04-14,台州市,311,88,46,177,4,7,4,0,3,6,0,2,3,0,311,0
2026-04-14,郑州市,250,247,3,0,2,19,19,0,0,0,0,0,0,0,250,0
2026-04-14,西安市,94,88,6,0,18,14,14,0,0,0,0,0,0,0,94,0
2026-04-14,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-14,泉州市,413,395,18,0,14,20,19,1,0,2,1,1,0,0,157,256
2026-04-15,武汉市,2343,1469,828,46,193,102,64,38,0,42,27,15,0,0,2343,0
2026-04-15,常州市,2218,895,1086,237,142,15,12,3,0,22,10,6,0,0,2218,0
2026-04-15,苏州市,8621,2982,4413,1226,594,57,42,7,8,66,38,17,8,0,8093,528
2026-04-15,无锡市,848,426,379,43,92,5,5,0,0,9,7,2,0,0,848,0
2026-04-15,南通市,846,329,429,88,67,8,6,1,1,11,6,3,1,0,846,0
2026-04-15,宁波市,4074,2120,1557,397,247,52,40,6,6,51,25,9,6,62,3889,123
2026-04-15,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-15,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-15,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-15,南京市,5191,1716,2058,1417,246,28,16,8,4,54,21,17,4,174,5017,0
2026-04-15,芜湖市,418,138,273,7,33,4,3,1,0,3,2,1,0,0,418,0
2026-04-15,温州市,1497,908,293,296,60,20,15,0,5,26,20,2,5,51,1446,0
2026-04-15,青岛市,964,915,32,17,46,21,20,0,1,14,14,0,1,0,964,0
2026-04-15,上海市,3,0,3,0,2,0,0,0,0,0,0,0,0,2,0,1
2026-04-15,杭州市,826,791,35,0,50,42,41,1,0,20,20,0,0,0,826,0
2026-04-15,台州市,313,89,45,179,4,4,3,0,1,4,2,0,1,0,313,0
2026-04-15,郑州市,279,276,3,0,3,30,29,1,0,0,0,0,0,0,279,0
2026-04-15,西安市,110,103,7,0,18,17,16,1,0,1,1,0,0,0,110,0
2026-04-15,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-15,泉州市,430,412,18,0,12,15,15,0,0,0,0,0,0,0,165,265
